source_row_num,category_type,collection_code,collection_name,department_name,section_name,subsection_name,rate_code,rate_original_name,rate_final_name,rate_unit,row_type,is_scope,is_machine,is_material,resource_code,resource_name,resource_unit,resource_quantity,resource_price_per_unit_current,resource_cost,total_resource_cost_per_position,total_material_cost_per_position,total_cost_per_position,currency,price_region,is_abstract,masterformat_division,masterformat_section_title,is_labor
368,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KAPU建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,4,1000立方米,资源,0,1,0,DXME-KAME-KASA_KAVONE,履带式单斗柴油挖掘机，铲斗容积0.65立方米,台时,37,234.7088,8684.2256,8684.2256,,8684.2256,CNY,"Shanghai, China",,31 00 00,Earthwork,0
369,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KAPU建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,4,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,37,61.46248000000001,2274.11176,8684.2256,,8684.2256,CNY,"Shanghai, China",,31 00 00,Earthwork,0
370,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KAPU建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,4,1000立方米,工作内容,0,0,0,,,,,,,8684.2256,,8684.2256,CNY,"Shanghai, China",,31 00 00,Earthwork,0
371,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KAPU建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,4,1000立方米,工作内容,0,0,0,,,,,,,8684.2256,,8684.2256,CNY,"Shanghai, China",,31 00 00,Earthwork,0
372,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KAPU建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,4,1000立方米,工作内容,0,0,0,,,,,,,8684.2256,,8684.2256,CNY,"Shanghai, China",,31 00 00,Earthwork,0
373,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KAPU建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,4,1000立方米,工作内容,0,0,0,,,,,,,8684.2256,,8684.2256,CNY,"Shanghai, China",,31 00 00,Earthwork,0
374,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KASA建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,5,1000立方米,资源,0,1,0,DXME-KAME-KASA_KAVONE,履带式单斗柴油挖掘机，铲斗容积0.65立方米,台时,48,234.7088,11266.0224,11266.0224,,11266.0224,CNY,"Shanghai, China",,31 00 00,Earthwork,0
375,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KASA建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,5,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,48,61.46248000000001,2950.19904,11266.0224,,11266.0224,CNY,"Shanghai, China",,31 00 00,Earthwork,0
376,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KASA建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,5,1000立方米,工作内容,0,0,0,,,,,,,11266.0224,,11266.0224,CNY,"Shanghai, China",,31 00 00,Earthwork,0
377,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KASA建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,5,1000立方米,工作内容,0,0,0,,,,,,,11266.0224,,11266.0224,CNY,"Shanghai, China",,31 00 00,Earthwork,0
378,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KASA建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,5,1000立方米,工作内容,0,0,0,,,,,,,11266.0224,,11266.0224,CNY,"Shanghai, China",,31 00 00,Earthwork,0
379,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KASA建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,5,1000立方米,工作内容,0,0,0,,,,,,,11266.0224,,11266.0224,CNY,"Shanghai, China",,31 00 00,Earthwork,0
380,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KANE建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,6,1000立方米,资源,0,1,0,DXME-KAME-KASA_KAVONE,履带式单斗柴油挖掘机，铲斗容积0.65立方米,台时,58,234.7088,13613.1104,13613.1104,,13613.1104,CNY,"Shanghai, China",,31 00 00,Earthwork,0
381,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KANE建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,6,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,58,61.46248000000001,3564.82384,13613.1104,,13613.1104,CNY,"Shanghai, China",,31 00 00,Earthwork,0
382,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KANE建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,6,1000立方米,工作内容,0,0,0,,,,,,,13613.1104,,13613.1104,CNY,"Shanghai, China",,31 00 00,Earthwork,0
383,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KANE建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,6,1000立方米,工作内容,0,0,0,,,,,,,13613.1104,,13613.1104,CNY,"Shanghai, China",,31 00 00,Earthwork,0
384,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KANE建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,6,1000立方米,工作内容,0,0,0,,,,,,,13613.1104,,13613.1104,CNY,"Shanghai, China",,31 00 00,Earthwork,0
385,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KANE建筑工,使用铲斗容量为0.65立方米的挖掘机在容积为1000至3000立方米的基坑中进行土方开挖，土方类别：,6,1000立方米,工作内容,0,0,0,,,,,,,13613.1104,,13613.1104,CNY,"Shanghai, China",,31 00 00,Earthwork,0
386,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KALI,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,1,1000立方米,资源,0,1,0,DXME-KAME-KASA_KAVOSA,履带式单斗柴油挖掘机，铲斗容积0.5立方米,台时,22,184.9190232,4068.2185104,4068.2185104,,4068.2185104,CNY,"Shanghai, China",,31 00 00,Earthwork,0
387,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KALI,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,1,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,22,61.46248000000001,1352.17456,4068.2185104,,4068.2185104,CNY,"Shanghai, China",,31 00 00,Earthwork,0
388,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KALI,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,1,1000立方米,工作内容,0,0,0,,,,,,,4068.2185104,,4068.2185104,CNY,"Shanghai, China",,31 00 00,Earthwork,0
389,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KALI,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,1,1000立方米,工作内容,0,0,0,,,,,,,4068.2185104,,4068.2185104,CNY,"Shanghai, China",,31 00 00,Earthwork,0
390,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KALI,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,1,1000立方米,工作内容,0,0,0,,,,,,,4068.2185104,,4068.2185104,CNY,"Shanghai, China",,31 00 00,Earthwork,0
391,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KALI,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,1,1000立方米,工作内容,0,0,0,,,,,,,4068.2185104,,4068.2185104,CNY,"Shanghai, China",,31 00 00,Earthwork,0
392,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KAVO,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,2,1000立方米,资源,0,1,0,DXME-KAME-KASA_KAVOSA,履带式单斗柴油挖掘机，铲斗容积0.5立方米,台时,27.5,184.9190232,5085.273138,5085.273138,,5085.273138,CNY,"Shanghai, China",,31 00 00,Earthwork,0
393,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KAVO,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,2,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,27.5,61.46248000000001,1690.2182,5085.273138,,5085.273138,CNY,"Shanghai, China",,31 00 00,Earthwork,0
394,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KAVO,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,2,1000立方米,工作内容,0,0,0,,,,,,,5085.273138,,5085.273138,CNY,"Shanghai, China",,31 00 00,Earthwork,0
395,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KAVO,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,2,1000立方米,工作内容,0,0,0,,,,,,,5085.273138,,5085.273138,CNY,"Shanghai, China",,31 00 00,Earthwork,0
396,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KAVO,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,2,1000立方米,工作内容,0,0,0,,,,,,,5085.273138,,5085.273138,CNY,"Shanghai, China",,31 00 00,Earthwork,0
397,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KAVO,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,2,1000立方米,工作内容,0,0,0,,,,,,,5085.273138,,5085.273138,CNY,"Shanghai, China",,31 00 00,Earthwork,0
398,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KADX,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,3,1000立方米,资源,0,1,0,DXME-KAME-KASA_KAVOSA,履带式单斗柴油挖掘机，铲斗容积0.5立方米,台时,34.5,184.9190232,6379.706300400001,6379.706300400001,,6379.706300400001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
399,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KADX,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,3,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,34.5,61.46248000000001,2120.45556,6379.706300400001,,6379.706300400001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
400,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KADX,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,3,1000立方米,工作内容,0,0,0,,,,,,,6379.706300400001,,6379.706300400001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
401,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KADX,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,3,1000立方米,工作内容,0,0,0,,,,,,,6379.706300400001,,6379.706300400001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
402,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KADX,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,3,1000立方米,工作内容,0,0,0,,,,,,,6379.706300400001,,6379.706300400001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
403,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_KADX,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,3,1000立方米,工作内容,0,0,0,,,,,,,6379.706300400001,,6379.706300400001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
404,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_MEKA,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,4,1000立方米,资源,0,1,0,DXME-KAME-KASA_KAVOSA,履带式单斗柴油挖掘机，铲斗容积0.5立方米,台时,45,184.9190232,8321.356044,8321.356044,,8321.356044,CNY,"Shanghai, China",,31 00 00,Earthwork,0
405,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_MEKA,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,4,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,45,61.46248000000001,2765.8116,8321.356044,,8321.356044,CNY,"Shanghai, China",,31 00 00,Earthwork,0
406,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_MEKA,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,4,1000立方米,工作内容,0,0,0,,,,,,,8321.356044,,8321.356044,CNY,"Shanghai, China",,31 00 00,Earthwork,0
407,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_MEKA,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,4,1000立方米,工作内容,0,0,0,,,,,,,8321.356044,,8321.356044,CNY,"Shanghai, China",,31 00 00,Earthwork,0
408,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_MEKA,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,4,1000立方米,工作内容,0,0,0,,,,,,,8321.356044,,8321.356044,CNY,"Shanghai, China",,31 00 00,Earthwork,0
409,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_MEKA,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,4,1000立方米,工作内容,0,0,0,,,,,,,8321.356044,,8321.356044,CNY,"Shanghai, China",,31 00 00,Earthwork,0
410,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_MEME,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,5,1000立方米,资源,0,1,0,DXME-KAME-KASA_KAVOSA,履带式单斗柴油挖掘机，铲斗容积0.5立方米,台时,59.5,184.9190232,11002.6818804,11002.6818804,,11002.6818804,CNY,"Shanghai, China",,31 00 00,Earthwork,0
411,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_MEME,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,5,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,59.5,61.46248000000001,3657.01756,11002.6818804,,11002.6818804,CNY,"Shanghai, China",,31 00 00,Earthwork,0
412,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_MEME,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,5,1000立方米,工作内容,0,0,0,,,,,,,11002.6818804,,11002.6818804,CNY,"Shanghai, China",,31 00 00,Earthwork,0
413,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_MEME,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,5,1000立方米,工作内容,0,0,0,,,,,,,11002.6818804,,11002.6818804,CNY,"Shanghai, China",,31 00 00,Earthwork,0
414,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_MEME,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,5,1000立方米,工作内容,0,0,0,,,,,,,11002.6818804,,11002.6818804,CNY,"Shanghai, China",,31 00 00,Earthwork,0
415,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_MEME,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,5,1000立方米,工作内容,0,0,0,,,,,,,11002.6818804,,11002.6818804,CNY,"Shanghai, China",,31 00 00,Earthwork,0
416,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,使用铲斗容量为0.65、0.5立方米的挖掘机，在容积为1000至3000立方米的基坑中进行土方开挖作业,KAME_KAME_KAKAVO_MERI,在容积为1000至3000立方米的基坑中，使用铲斗容量为0.5立方米的挖掘机进行土方开挖，土层类型：,6,1000立方米,资源,0,1,0,DXME-KAME-KASA_KAVOSA,履带式单斗柴油挖掘机，铲斗容积0.5立方米,台时,69,184.9190232,12759.4126008,12759.4126008,,12759.4126008,CNY,"Shanghai, China",,31 00 00,Earthwork,0
